"id","sequence","active","description","invoice_label","type_tax_use","name","description@es","description@ca","amount","amount_type","tax_group_id","analytic","l10n_es_type","l10n_es_exempt_reason","l10n_es_bien_inversion","tax_scope","include_base_amount","repartition_line_ids/repartition_type","repartition_line_ids/tag_ids","repartition_line_ids/document_type","repartition_line_ids/account_id","repartition_line_ids/factor_percent","invoice_label@es","children_tax_ids","price_include_override","fiscal_position_ids","original_tax_ids","invoice_legal_notes"
"account_tax_template_p_irpf21a","1000","True","21% Withholding (leases)","","purchase","21% WH lease","Retenciones 21% (Arrendamientos)","Retencions 21% (arrendaments)","-21.0","percent","tax_group_retenciones_21","","retencion","","","","","base","mod115[02]","invoice","","","","","","fp_irpf21a","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod115[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod115[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf21p","1000","True","21% Withholding income tax","","purchase","21% WHI","Retenciones IRPF 21%","Retencions IRPF 21%","-21.0","percent","tax_group_retenciones_21","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_irpf21","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf21td","1000","True","15% Withholding income tax (workers)","","purchase","15% WHI monies","Retenciones IRPF (Trabajadores) dinerarios","Retencions IRPF (Treballadors) dineraris","-15.0","percent","tax_group_retenciones_15","","retencion","","","","","base","mod111[02]","invoice","","","","","","fp_irpf15","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf2","1000","True","2% Withholding income tax","","purchase","2% WHI","Retenciones IRPF 2%","Retencions IRPF 2%","-2.0","percent","tax_group_retenciones_2","","retencion","","","","","base","mod111[08]","invoice","","","","","","fp_reagyp_a,fp_reagyp_gp,fp_irpf2","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva2_bc,account_tax_template_p_iva0_ns,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva0_s_bc,account_tax_template_p_iva4_sc,account_tax_template_p_iva0_ns_b",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[08]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[09]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_rp19","1000","True","19% Withholding (loans)","","purchase","19% WH L","Retenciones 19% (préstamos)","Retencions 19% (préstecs)","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","","invoice","","","","","","fp_irpf19","",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","account_common_4751","","","","","","",""
"account_tax_template_p_rrD19","1000","True","19% Withholding (dividend distribution)","","purchase","19% WH DD","Retenciones 19% (reparto de dividendos)","Retencions 19% (repartiment de dividends)","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","","invoice","","","","","","fp_irpf19","",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf19ca","1000","True","19% Withholding Directors and Administrators (Purchase natural person director)","","purchase","19% WH CA NP","Retenciones IRPF 19% Consejeros y administradores (Compra consejero de persona física)","Retencions IRPF 19% consellers i administradors (Compra conseller de persona física)","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","mod111[02]","invoice","","","","","","fp_irpf19","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf19cs","1000","True","19% Withholding Directors and Administrators (Purchase company director)","","purchase","19% WH CA S","Retenciones IRPF 19% Consejeros y administradores (Compra consejero de sociedad)","Retencions IRPF 19% consellers i administradors (Compra conseller de societat)","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","mod111[02]","invoice","","","","","","fp_irpf19","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_p_irpf35cya","1000","True","35% Withholding Directors and Administrators","","purchase","35% WH CA","Retenciones IRPF 35% Consejeros y administradores","Retencions IRPF 35% consellers i administradors","-35.0","percent","tax_group_retenciones_35","","retencion","","","","","base","mod111[02]","invoice","","","","","","fp_irpf19","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","invoice","account_common_4751","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","mod111[02]","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod111[03]","refund","account_common_4751","","","","","","",""
"account_tax_template_s_irpfnrnue24","1000","True","24% Withholding Non-EU residents","","sale","24% WH Not EU","Retenciones a cuenta IRPF No residentes no-UE 24%","Retencions a compte IRPF No residents no-UE 24%","-24.0","percent","tax_group_retenciones_24","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrnue24","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","100","","","","","",""
"account_tax_template_p_irpfnrnue24p","1000","True","24% Withholding Non-EU residents","","purchase","24% WH Not EU","Retenciones IRPF No residentes no-UE 24%","Retencions IRPF No residents no-UE 24%","-24.0","percent","tax_group_retenciones_24","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrnue24","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","account_common_4751","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","account_common_4751","100","","","","","",""
"account_tax_template_s_irpfnrue19","1000","True","19% Withholding Non-EU residents","","sale","19% WH Not EU","Retenciones a cuenta IRPF No residentes UE 19%","Retencions a compte IRPF No residents UE 19%","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrue19","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","100","","","","","",""
"account_tax_template_p_irpfnrue19p","1000","True","19% Withholding Non-EU residents","","purchase","19% WH Not EU","Retenciones IRPF No residentes UE 19%","Retencions IRPF No residents UE 19%","-19.0","percent","tax_group_retenciones_19","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrue19","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","account_common_4751","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","account_common_4751","100","","","","","",""
"account_tax_template_s_irpfnrnue0","1000","True","Exempt Withholding Non-EU residents","","sale","Exempt WH Not EU","Retenciones a cuenta IRPF No residentes no-UE exento por convenio","Retencions a compte IRPF No residents no-UE exempt per conveni","0.0","percent","tax_group_retenciones_0","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrnue0","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","100","","","","","",""
"account_tax_template_p_irpfnrnue0p","1000","True","Exempt Withholding Non-EU residents","","purchase","Exempt WH Not EU","Retenciones IRPF No residentes no-UE exento por convenio","Retencions IRPF No residents no-UE exempt per conveni","0.0","percent","tax_group_retenciones_0","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrnue0","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","account_common_4751","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","account_common_4751","100","","","","","",""
"account_tax_template_s_irpfnrue0","1000","True","Exempt Withholding EU residents","","sale","Exempt WH EU","Retenciones a cuenta IRPF No residentes UE exento por convenio","Retencions a compte IRPF No residents UE exempt per conveni","0.0","percent","tax_group_retenciones_0","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrue0","account_tax_template_s_iva0,account_tax_template_s_iva21b,account_tax_template_s_iva4s,account_tax_template_s_iva4b,account_tax_template_s_iva21s,account_tax_template_s_iva10s,account_tax_template_s_iva10b",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","invoice","account_common_473","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","mod130[06]","refund","account_common_473","100","","","","","",""
"account_tax_template_p_irpfnrue0p","1000","True","Exempt Withholding EU residents","","purchase","Exempt WH EU","Retenciones IRPF No residentes UE exento por convenio","Retencions a compte IRPF No residents UE exempt per conveni","0.0","percent","tax_group_retenciones_0","","retencion","","","","","base","","invoice","","100","","","","fp_irpfnrue0","account_tax_template_p_iva21_sc,account_tax_template_p_iva0_bc,account_tax_template_p_iva10_bc,account_tax_template_p_iva21_bc,account_tax_template_p_iva10_sc,account_tax_template_p_iva4_bc,account_tax_template_p_iva4_sc",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","account_common_4751","100","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","100","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","account_common_4751","100","","","","","",""
"account_tax_template_s_gd0","","True","Deductible Expenses","Deduct. Exp.","none","Deduct. Exp.","Gastos Deducibles","Despeses Deduïbles","0.0","percent","tax_group_retenciones_0","","","","","","","base","","invoice","","","Gastos Deducibles","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","invoice","","","","","","","",""
"","","","","","","","","","","","","","","","","","","base","","refund","","","","","","","",""
"","","","","","","","","","","","","","","","","","","tax","","refund","","","","","","","",""
