id,code,description
PC030110,PC030110,"Clothing and related products (business-to-business)-boots"
PC030111,PC030111,"Clothing and related products (business-to-business)-coats and jackets"
PC030113,PC030113,"Clothing and related products (business-to-business)-coveralls"
PC030115,PC030115,"Clothing and related products (business-to-business)-dress shields"
PC030116,PC030116,"Clothing and related products (business-to-business)-ear muffs"
PC030117,PC030117,"Clothing and related products (business-to-business)-foot lets"
PC030118,PC030118,"Clothing and related products (business-to-business)-formal wear (not rented)"
PC030119,PC030119,"Clothing and related products (business-to-business)-galoshes"
PC030120,PC030120,"Clothing and related products (business-to-business)-garters and garter belts"
PC030121,PC030121,"Clothing and related products (business-to-business)-girdles"
PC030122,PC030122,"Clothing and related products (business-to-business)-gloves for general use - cloth"
PC030123,PC030123,"Clothing and related products (business-to-business)-gloves for general use - leather"
PC030124,PC030124,"Clothing and related products (business-to-business)-gloves for general use - kid"
PC030125,PC030125,"Clothing and related products (business-to-business)-gloves for general use - sheepskin"
PC030126,PC030126,"Clothing and related products (business-to-business)-gloves for general use - fur"
PC030127,PC030127,"Clothing and related products (business-to-business)-gloves for general use - rubber"
PC030128,PC030128,"Clothing and related products (business-to-business)-golf clothing"
PC030129,PC030129,"Clothing and related products (business-to-business)-hats and caps"
PC030130,PC030130,"Clothing and related products (business-to-business)-hosiery"
PC030131,PC030131,"Clothing and related products (business-to-business)-insoles for shoes"
PC030133,PC030133,"Clothing and related products (business-to-business)-leather wearing apparel"
PC030134,PC030134,"Clothing and related products (business-to-business)-neckties"
PC030135,PC030135,"Clothing and related products (business-to-business)-nightgowns"
PC030137,PC030137,"Clothing and related products (business-to-business)-pantyhose"
PC030138,PC030138,"Clothing and related products (business-to-business)-ponchos"
PC030139,PC030139,"Clothing and related products (business-to-business)-prom dresses (not rented)"
PC030140,PC030140,"Clothing and related products (business-to-business)-rainwear"
PC030142,PC030142,"Clothing and related products (business-to-business)-sandals"
PC030143,PC030143,"Clothing and related products (business-to-business)-scarves"
PC030144,PC030144,"Clothing and related products (business-to-business)-shoes and shoe laces"
PC030145,PC030145,"Clothing and related products (business-to-business)-shoe inserts"
PC030146,PC030146,"Clothing and related products (business-to-business)-slippers"
PC030147,PC030147,"Clothing and related products (business-to-business)-sneakers"
PC030148,PC030148,"Clothing and related products (business-to-business)-socks and stockings"
PC030150,PC030150,"Clothing and related products (business-to-business)-suspenders"
PC030151,PC030151,"Clothing and related products (business-to-business)-tuxedos (not rentals)"
PC030152,PC030152,"Clothing and related products (business-to-business)-underwear"
PC030153,PC030153,"Clothing and related products (business-to-business)-uniform, non-athletic"
PC030155,PC030155,"Clothing and related products (business-to-business)-wedding apparel (not rented)"
PC030156,PC030156,"Clothing and related products (business-to-business)-work clothes (other)"
PC030157,PC030157,"Clothing & related products (b2b) - safety apparel not suitable for everyday wear"
PC030158,PC030158,"Clothing & related products (b2b) - protective footwear"
PC030168,PC030168,"Clothing and related products (business-to-business) - aqua shoes"
PC030200,PC030200,"Clothing and related products (business-to-business)-accessories or equipment"
PC030201,PC030201,"Clothing and related products (business-to-business)-briefcases"
PC030202,PC030202,"Clothing and related products (business-to-business)-cosmetics"
PC030203,PC030203,"Hair notions, including, but not limited to barrettes, hair clothing and related products (business-to-business)-bows, and hair nets"
PC030204,PC030204,"Clothing and related products (business-to-business)-handbags"
PC030205,PC030205,"Clothing and related products (business-to-business)-handkerchiefs"
PC030206,PC030206,"Clothing and related products (business-to-business)-jewelry"
PC030207,PC030207,"Clothing and related products (business-to-business)-sunglasses, non-prescription"
PC030208,PC030208,"Clothing and related products (business-to-business)-umbrellas"
PC030209,PC030209,"Clothing and related products (business-to-business)-wallets"
PC030210,PC030210,"Clothing and related products (business-to-business)-watches"
PC030300,PC030300,"Clothing and related products (business-to-business)-protective equipment"
PC030301,PC030301,"Clothing and related products (business-to-business)-breathing masks"
PC030302,PC030302,"Clothing and related products (business-to-business)-clean room apparel and equipment"
PC030303,PC030303,"Clothing and related products (business-to-business)-ear and hearing protectors"
PC030304,PC030304,"Clothing and related products (business-to-business)-face shields"
PC030305,PC030305,"Clothing and related products (business-to-business)-hard hats"
PC030306,PC030306,"Clothing and related products (business-to-business)-helmets (athletic)"
PC030307,PC030307,"Clothing and related products (business-to-business)-helmets (bicycle)"
PC030308,PC030308,"Clothing and related products (business-to-business)-helmets (motorcycle)"
PC030309,PC030309,"Clothing and related products (business-to-business)helmets (other)"
PC030310,PC030310,"Clothing and related products (business-to-business)-helmets (snowmobile)"
PC030311,PC030311,"Clothing and related products (business-to-business)-paint or dust respirators"
PC030312,PC030312,"Clothing & related products (b2b) - protective gloves not suitable for everyday wear"
PC030313,PC030313,"Clothing and related products (business-to-business)-safety glasses and goggles"
PC030314,PC030314,"Clothing and related products (business-to-business)-safety belts"
PC030315,PC030315,"Clothing and related products (business-to-business)-tool belts"
PC030316,PC030316,"Clothing and related products (business-to-business)welders gloves and masks"
PC030317,PC030317,"Clothing and related products (business to business) – protective coveralls"
PC030400,PC030400,"Clothing and related products (business-to-business)-sports/recreational equipment"
PC030401,PC030401,"Clothing and related products (business-to-business)-ballet and tap shoes"
PC030402,PC030402,"Clothing and related products (business-to-business)-cleated or spiked athletic shoes"
PC030403,PC030403,"Clothing and related products (business-to-business)-gloves including baseball, bowling, boxing, hockey, golf"
PC030404,PC030404,"Clothing and related products (business-to-business)-goggles"
PC030405,PC030405,"Clothing and related products (business-to-business)-gym suits"
PC030406,PC030406,"Clothing and related products (business-to-business)-hand and elbow guards"
PC030407,PC030407,"Clothing and related products (business-to-business)-jogging outfits, sweat suits"
PC030408,PC030408,"Clothing and related products (business-to-business)-life preservers and vest"
PC030409,PC030409,"Clothing and related products (business-to-business)-mouth guards"
PC030410,PC030410,"Clothing and related products (business-to-business)-roller and ice skates"
PC030411,PC030411,"Clothing and related products (business-to-business)-shin guards"
PC030412,PC030412,"Clothing and related products (business-to-business)-shoulder pads"
PC030413,PC030413,"Clothing and related products (business-to-business)-ski boots"
PC030414,PC030414,"Clothing and related products (business-to-business)-uniform, athletic"
PC030415,PC030415,"Clothing and related products (business-to-business)-waders"
PC030500,PC030500,"Clothing and related products (business-to-business)-childrens only"
PC030600,PC030600,"Clothing and related products (business-to-business)-other"
PC030601,PC030601,"Clothing and related products (business-to-business)-fur"
PC030602,PC030602,"Clothing and related products (business-to-business)-gloves for non-general use"
PC030605,PC030605,"Clothing and related products (business-to-business)-wetsuits"
PC030606,PC030606,"Clothing and related products (business-to-business)-swim fins"
PC030607,PC030607,"Clothing and related products / business to business / snorkels"
PC030608,PC030608,"Clothing and related products / business to business / swimming mask"
PC030610,PC030610,"Clothing and related products (business to business) – infant and toddler clothing and footwear – ages 5 years or less"
PC031034,PC031034,"Athletic supporters with a cup"
PC031042,PC031042,"Bowling shoes / business-to-business"
PC031050,PC031050,"Sweatbands"
PC031098,PC031098,"Nursing bras"
PC031114,PC031114,"Receiving blankets"
PC031138,PC031138,"Belt buckles and belt tips without the belt"
PC031146,PC031146,"Costumes (includes capes and robes / dress up / toy cowboy hats / santa and witches hats w/o hair)"
PC031210,PC031210,"Gloves:  work / chore / garden / jersey"
PC031226,PC031226,"Hair bows - fabric"
PC031234,PC031234,"Hair net / slumber caps"
PC031242,PC031242,"Shower caps"
PC039328,PC039328,"Costumes - masks only"
PC040000,PC040000,"Clothing and related products (business-to-customer)"
PC040065,PC040065,"Clothing & related products - mouth guard - customized"
PC040100,PC040100,"Clothing and related products (business-to-customer)-general"
PC040101,PC040101,"Clothing and related products (business-to-customer)-aprons - household "
PC040103,PC040103,"Clothing and related products (business-to-customer)-athletic supporters"
PC040105,PC040105,"Clothing and related products (business-to-customer)-bandanas"
PC040106,PC040106,"Clothing and related products (business-to-customer)-bathing suits and caps"
PC040108,PC040108,"Clothing and related products (business-to-customer)-belts and suspenders"
PC040109,PC040109,"Clothing and related products (business-to-customer)-bibs"
PC040110,PC040110,"Clothing and related products (business-to-customer)-boots"
PC040111,PC040111,"Clothing and related products (business-to-customer)-coats and jackets"
PC040113,PC040113,"Clothing and related products (business-to-customer)-coveralls"
PC040115,PC040115,"Clothing and related products (business-to-customer)-dress shields"
