"id","code_prefix_start","code_prefix_end","name","name@de","name@fr"
"account_group_75221","75221","","Shares in affiliated undertakings","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"account_group_752211","752211","","Book value of yielded shares in affiliated undertakings","Buchwert der verkauften Beteiligungen an verbundenen Unternehmen","Valeur comptable de parts cédées dans des entreprises liées"
"account_group_752212","752212","","Disposal proceeds of shares in affiliated undertakings","Veräußerungswert der Anteile an verbundenen Unternehmen","Produits de cession de parts dans des entreprises liées"
"account_group_75222","75222","","Amounts owed by affiliated undertakings","Forderungen gegen verbundene Unternehmen","Créances sur des entreprises liées"
"account_group_752221","752221","","Book value of yielded amounts owed by affiliated undertakings","Buchwert der verkauften Forderungen gegen verbundene Unternehmen","Valeur comptable de créances cédées sur des entreprises liées"
"account_group_752222","752222","","Disposal proceeds of amounts owed by affiliated undertakings","Veräußerungswert der Forderungen gegen verbundene Unternehmen","Produits de cession de créances sur des entreprises liées"
"account_group_75223","75223","","Participating interests","Anteile","Participations"
"account_group_752231","752231","","Book value of yielded participating interests","Buchwert der verkauften Anteile","Valeur comptable de participations cédées"
"account_group_752232","752232","","Disposal proceeds of participating interests","Veräußerungswert der Anteile","Produits de cession de participations"
"account_group_75224","75224","","Amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Créances sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_752241","752241","","Book value of yielded amounts owed by undertakings with which the undertaking is linked by virtue of participating  interests","Buchwert der ertragsabhängigen Forderungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Valeur comptable des créances cédées par des entreprises auxquelles l'entreprise est liée par des participations"
"account_group_752242","752242","","Disposal proceeds of amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Veräußerungswert der Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Produits de cession de créances sur participations"
"account_group_75225","75225","","Securities held as fixed assets","Wertpapiere des Anlagevermögens","Titres ayant le caractère d'immobilisations"
"account_group_752251","752251","","Book value of yielded securities held as fixed assets","Buchwert der verkauften Wertpapiere des Anlagevermögens","Valeur comptable de titres cédés ayant le caractère d'immobilisations"
"account_group_752252","752252","","Disposal proceeds of securities held as fixed assets","Veräußerungswert der Wertpapiere des Anlagevermögens","Produits de cession de titres ayant le caractère d'immobilisations"
"account_group_75226","75226","","Loans, deposits and claims held as fixed assets","Ausleihungen, geleistete Hinterlegungen und Forderungen (Anlagevermögen)","Prêts, dépôts et créances immobilisés"
"account_group_752261","752261","","Book value of yielded loans, deposits and claims held as fixed assets","Buchwert der verkauften Ausleihungen, geleistete Hinterlegungen und Forderungen des Umlaufvermögens","Valeur comptable de prêts, dépôts et créances immobilisés cédés"
"account_group_752262","752262","","Disposal proceed of loans, deposits and claims held as fixed assets","Veräußerungswert der Ausleihungen, der geleistete Hinterlegungen und der Forderungen des Anlagevermögens","Produits de cession de prêts, dépôts et créances immobilisés"
"account_group_753","753","","Reversals of value adjustments (RVA) and fair-value adjustments (FVA) on transferable securities","Auflösungen von Wertberichtigungen und Anpassungen des beizulegenden Zeitwerts bei Wertpapieren","Reprises de corrections de valeur et de justes valeurs sur valeurs mobilières"
"account_group_7531","7531","","RVA on transferable securities","Auflösungen von Wertberichtigungen auf übertragbare Wertpapiere","Reprises de corrections de valeur sur valeurs mobilières"
"account_group_75311","75311","","RVA on shares in affiliated undertakings","Auflösungen von Wertberichtigungen auf Anteile an verbundenen Unternehmen","Reprises de corrections de valeur sur les parts dans les entreprises liées"
"account_group_75312","75312","","RVA on own shares or corporate units","Auflösungen von Wertberichtigungen auf eigene Handlungen oder auf Sozialleistungen","Reprises de corrections de valeur sur les actions propres ou les parts sociales"
"account_group_75313","75313","","RVA on shares in undertakings with which the undertaking is linked by virtue of participating interests","Auflösung von Wertberichtigungen auf Anteile an Unternehmen, mit denen das Unternehmen durch ein Beteiligungsverhältnis verbunden ist","Reprises de corrections de valeur sur les parts d'entreprises auxquelles l'entreprise est liée par des participations"
"account_group_75318","75318","","RVA on other transferable securities","Rückbuchungen von Wertberichtigungen auf sonstige Wertpapiere","Reprises de corrections de valeur sur autres valeurs mobilières"
"account_group_7532","7532","","FVA on transferable securities","AFV der Wertpapiere","AJV sur valeurs mobilières"
"account_group_754","754","","Gain on disposal and other income from current receivables and transferable securities of current assets","Veräußerungsgewinne und sonstige Erträge aus kurzfristigen Forderungen und Wertpapieren des Umlaufvermögens","Plus-values de cession et autres revenus des créances à court terme et des valeurs mobilières de l'actif circulant"
"account_group_7541","7541","","Gain on disposal of receivables from current assets","Gewinn aus dem Abgang von Forderungen aus dem Umlaufvermögen","Gain sur la cession de créances de l'actif circulant"
"account_group_75411","75411","","on affiliated undertakings","über verbundene Unternehmen","sur les entreprises liées"
"account_group_75412","75412","","on undertakings with which the undertaking is linked by virtue of participating interests","über Unternehmen, mit denen das Unternehmen durch Beteiligungen verbunden ist","sur les entreprises avec lesquelles l'entreprise est liée par des participations"
"account_group_75413","75413","","on other current receivables","auf sonstige kurzfristige Forderungen","sur les autres créances à court terme"
"account_group_7542","7542","","Gain on disposal of transferable securities","Gewinn aus der Veräußerung von übertragbaren Wertpapieren","Gain sur la cession de valeurs mobilières"
"account_group_75421","75421","","Shares in affiliated undertakings","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"account_group_75422","75422","","Own shares or corporate units","Eigene Aktien oder Anteile","Actions propres ou parts propres"
"account_group_75423","75423","","Shares in undertakings with which the undertaking is linked by virtue of participating interests","Anteile an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Parts dans des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_75428","75428","","Other transferable securities","Sonstige Wertpapiere","Autres valeurs mobilières"
"account_group_7548","7548","","Other income from transferable securities","Sonstige Erträge aus übertragbaren Wertpapieren","Autres revenus des valeurs mobilières"
"account_group_75481","75481","","Shares in affiliated undertakings","Anteile an verbundenen Unternehmen","Parts dans des entreprises liées"
"account_group_75482","75482","","Own shares or corporate units","Eigene Aktien oder Anteile","Actions propres ou parts propres"
"account_group_75483","75483","","Shares in undertakings with which the undertaking is linked by virtue of participating interests","Anteile an Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Parts dans des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_75488","75488","","Other transferable securities","Sonstige Wertpapiere","Autres valeurs mobilières"
"account_group_755","755","","Other interest income from current assets and discounts","Sonstige Zinserträge aus Umlaufvermögen und Disagio","Autres produits d'intérêts sur actifs circulants et escomptes"
"account_group_7552","7552","","Bank and similar interest","Bankzinsen und ähnliche Zinsen","Intérêts bancaires et assimilés"
"account_group_75521","75521","","Interest on bank accounts","Kontozinsen","Intérêts sur comptes bancaires"
"account_group_75523","75523","","Interest on financial leases","Zinsen aus Finanzierungsleasingverträgen","Intérêts sur les contrats de location-financement"
"account_group_755231","755231","","from affiliated undertakings","von verbundenen Unternehmen","provenant d'entreprises liées"
"account_group_755232","755232","","from other","von anderen","d'autres"
"account_group_7553","7553","","Interest on trade receivables","Zinsen auf Handelsforderungen","Intérêts sur créances commerciales"
"account_group_7554","7554","","Interest on amounts owed by affiliated undertakings and undertakings with which the undertaking is linked by virtue of participating interests","Zinsen auf Forderungen gegen verbundene Unternehmen und Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Intérêts sur les créances des entreprises liées et des entreprises avec lesquelles l'entreprise est liée par des participations"
"account_group_75541","75541","","Interest on amounts owed by affiliated undertakings","Zinsen auf Forderungen gegen verbundene Unternehmen","Intérêts sur des entreprises liées"
"account_group_75542","75542","","Interest on amounts owed by undertakings with which the undertaking is linked by virtue of participating interests","Zinsen auf Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht","Intérêts sur des entreprises avec lesquelles l'entreprise a un lien de participation"
"account_group_7555","7555","","Discounts on bills of exchange","Wechseldiskont","Escomptes sur lettres de change"
"account_group_75551","75551","","Discounts on bills of exchange - affiliated undertakings","Diskonte auf Handelswechsel - verbundene Unternehmen","Escomptes d'effets de commerce - entreprises liées"
"account_group_75552","75552","","Discounts on bills of exchange - other","Diskonte auf Handelswechsel - sonstige","Escomptes d'effets de commerce - autres"
"account_group_7556","7556","","Discounts received","Erhaltene Ermäßigungen","Remises reçues"
"account_group_75561","75561","","Discounts received - affiliated undertakings","Erhaltene Diskonten - verbundene Unternehmen","Escomptes obtenus - entreprises liées"
"account_group_75562","75562","","Discounts received - other","Erhaltene Diskonten - sonstige","Escomptes obtenus - autres"
"account_group_7558","7558","","Interest on other amounts receivable","Zinsen auf sonstige Forderungen","Intérêts sur d'autres créances"
"account_group_75581","75581","","Interest on other amounts receivable - affiliated undertakings","Zinsen auf sonstigen Forderungen - verbundene Unternehmen","Intérêts sur autres créances - entreprises liées"
"account_group_75582","75582","","Interest on other amounts receivable - other","Zinsen auf sonstigen Forderungen - sonstige","Intérêts sur autres créances - autres"
"account_group_756","756","","Foreign currency exchange gains","Kursgewinne aus Fremdwährungen","Gains de change"
"account_group_7561","7561","","Foreign currency exchange gains - affiliated undertakings","Wechselkursgewinne - verbundene Unternehmen","Gains de change - entreprises liées"
"account_group_7562","7562","","Foreign currency exchange gains - other","Wechselkursgewinne - sonstige","Gains de change - autres"
"account_group_757","757","","Share of profit from undertakings accounted for under the equity method","Gewinnanteil aus Unternehmungen (andere als Kapitalgesellschaften)","Quote-part de bénéfice dans les entreprises mises en équivalence"
"account_group_758","758","","Other financial income","Sonstige Finanzerträge","Autres produits financiers"
"account_group_7581","7581","","Other financial income - affiliated undertakings","Sonstige finanzielle Erträge - verbundene Unternehmen","Autres produits financiers - entreprises liées"
"account_group_7582","7582","","Other financial income - other","Sonstige finanzielle Erträge - sonstige","Autres produits financiers - autres"
"account_group_759","759","","Reversals of financial provisions","Auflösungen von Finanzrückstellungen","Reprises de provisions financières"
"account_group_7591","7591","","Reversals of financial provisions - affiliated undertakings","Wertaufholungen von finanziellen Rückstellungen - verbundene Unternehmen","Reprises de provisions financières - entreprises liées"
"account_group_7592","7592","","Reversals of financial provisions - other","Wertaufholungen von finanziellen Rückstellungen - sonstige","Reprises de provisions financières - autres"
"account_group_77","77","","Adjustments of income taxes","Anpassungen der Ertragsteuern","Ajustements de l'impôt sur le revenu"
"account_group_771","771","","Adjustments of corporate income tax (CIT)","Erstattung der Körperschaftssteuer","Régularisations d'impôt sur le revenu des collectivités (IRC)"
"account_group_772","772","","Adjustments of municipal business tax (MBT)","Erstattung der Gewerbesteuer","Régularisations d'impôt commercial communal (ICC)"
"account_group_773","773","","Adjustments of foreign income taxes","Erstattung der ausländischen Ertragssteuern","Régularisations d'impôts étrangers sur le résultat"
"account_group_779","779","","Reversals of provisions for deferred taxes","Auflösungen von Rückstellungen für Ertragssteuern","Reprises de provisions pour impôts différés"
"account_group_78","78","","Adjustments of other taxes not included in the previous caption","Anpassungen der sonstigen Steuern, die nicht in der vorherigen Rubrik enthalten sind","Ajustements d'autres impôts non inclus dans la rubrique précédente"
"account_group_781","781","","Adjustments of net wealth tax (NWT)","Erstattung der Vermögenssteuer","Régularisations d'impôt sur la fortune (IF)"
"account_group_782","782","","Adjustments of subscription tax","Erstattung der Abgeltungssteuer","Régularisations de taxe d'abonnement"
"account_group_783","783","","Adjustments of foreign taxes","Erstattung der ausländischen Steuern","Régularisations d'impôts étrangers"
"account_group_788","788","","Adjustments of other taxes","Erstattung sonstiger Steuern","Régularisations d'autres impôts"
